age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribe
30,technician,single,tertiary,no,0.0,no,no,cellular,22.0,aug,34.0,2.0,-1.0,0,unknown,0
33,management,married,tertiary,no,1109.0,no,no,,22.0,aug,306.0,2.0,-1.0,0,unknown,0
46,blue-collar,married,primary,no,,no,no,cellular,22.0,aug,95.0,2.0,-1.0,0,unknown,0
42,management,married,secondary,no,580.0,no,no,cellular,22.0,aug,67.0,2.0,-1.0,0,unknown,0
47,management,married,secondary,yes,0.0,no,yes,cellular,22.0,aug,644.0,9.0,-1.0,0,unknown,0
49,technician,married,secondary,no,27.0,no,no,cellular,22.0,aug,,2.0,-1.0,0,unknown,0
35,self-employed,married,secondary,no,573.0,yes,yes,cellular,22.0,aug,140.0,8.0,-1.0,0,unknown,0
32,management,single,tertiary,no,98.0,no,no,,22.0,aug,119.0,2.0,,0,unknown,0
32,management,single,tertiary,no,522.0,no,no,cellular,22.0,aug,576.0,,-1.0,0,unknown,1
31,self-employed,married,tertiary,no,,no,no,cellular,22.0,aug,579.0,,-1.0,0,unknown,1
47,technician,married,secondary,no,147.0,no,no,cellular,22.0,aug,136.0,2.0,-1.0,0,unknown,0
41,technician,married,secondary,no,965.0,no,no,cellular,22.0,aug,336.0,10.0,-1.0,0,unknown,1
32,technician,married,secondary,no,14.0,no,no,cellular,22.0,aug,313.0,6.0,,0,,0
46,housemaid,single,tertiary,no,1328.0,no,no,cellular,22.0,aug,1241.0,2.0,-1.0,0,unknown,0
36,technician,married,tertiary,no,0.0,no,no,cellular,22.0,aug,147.0,,,0,unknown,0
36,technician,married,secondary,no,366.0,no,yes,cellular,22.0,aug,136.0,6.0,-1.0,0,unknown,0
58,management,divorced,tertiary,no,0.0,no,no,cellular,22.0,aug,73.0,3.0,-1.0,0,unknown,0
34,technician,single,secondary,no,95.0,no,no,,22.0,aug,119.0,8.0,-1.0,0,unknown,0
39,management,single,tertiary,no,139.0,no,no,cellular,22.0,aug,109.0,2.0,-1.0,0,unknown,0
46,blue-collar,married,primary,no,0.0,no,no,cellular,22.0,aug,65.0,2.0,-1.0,0,unknown,0
34,technician,married,tertiary,no,149.0,no,no,cellular,22.0,aug,739.0,2.0,,0,unknown,1
52,blue-collar,married,secondary,no,-164.0,no,no,cellular,22.0,aug,314.0,4.0,-1.0,0,,0
38,technician,married,secondary,no,196.0,no,no,cellular,22.0,aug,252.0,2.0,-1.0,0,unknown,0
33,management,single,tertiary,no,321.0,no,no,cellular,22.0,aug,227.0,2.0,-1.0,0,unknown,0
56,retired,married,secondary,no,415.0,no,no,cellular,22.0,aug,158.0,,-1.0,0,unknown,0
53,blue-collar,married,primary,no,109.0,no,no,cellular,22.0,aug,86.0,,-1.0,0,unknown,0
58,retired,married,tertiary,no,183.0,no,no,cellular,22.0,aug,246.0,2.0,-1.0,0,unknown,0
35,technician,divorced,secondary,no,308.0,no,no,cellular,22.0,aug,77.0,2.0,-1.0,0,unknown,0
33,technician,single,tertiary,no,99.0,no,no,cellular,22.0,aug,296.0,2.0,-1.0,0,unknown,0
31,management,single,tertiary,no,1536.0,no,no,,22.0,aug,234.0,2.0,-1.0,0,unknown,0
52,management,married,secondary,no,189.0,no,no,cellular,22.0,aug,,2.0,-1.0,0,unknown,0
38,technician,single,secondary,no,,no,no,,22.0,aug,305.0,2.0,-1.0,0,unknown,0
38,management,married,tertiary,no,546.0,no,no,cellular,22.0,aug,82.0,2.0,-1.0,0,unknown,0
44,management,divorced,tertiary,no,0.0,no,no,cellular,22.0,aug,54.0,2.0,-1.0,0,unknown,0
44,technician,married,secondary,no,267.0,no,no,cellular,22.0,aug,520.0,2.0,-1.0,0,unknown,1
46,blue-collar,married,primary,no,225.0,no,no,cellular,22.0,aug,157.0,6.0,,0,unknown,0
50,admin.,married,secondary,no,-195.0,no,no,cellular,22.0,aug,119.0,4.0,,0,unknown,0
34,admin.,married,secondary,no,36.0,no,no,cellular,22.0,aug,192.0,6.0,-1.0,0,unknown,0
30,management,single,tertiary,no,347.0,no,no,cellular,22.0,aug,,,-1.0,0,unknown,0
46,blue-collar,married,primary,no,-44.0,no,yes,telephone,22.0,aug,16.0,13.0,-1.0,0,unknown,0
30,technician,single,tertiary,no,1109.0,no,no,cellular,22.0,aug,,2.0,-1.0,0,unknown,0
53,blue-collar,married,tertiary,no,0.0,no,no,cellular,22.0,aug,107.0,2.0,-1.0,0,unknown,0
50,self-employed,married,primary,no,0.0,no,no,cellular,22.0,aug,,4.0,,0,unknown,0
59,retired,married,unknown,no,575.0,no,no,cellular,22.0,aug,146.0,3.0,-1.0,0,unknown,0
42,self-employed,married,secondary,no,,no,no,cellular,22.0,aug,,4.0,-1.0,0,unknown,0
56,management,married,tertiary,no,,no,no,cellular,22.0,aug,705.0,4.0,,0,unknown,0
55,blue-collar,married,primary,no,419.0,no,no,cellular,22.0,aug,33.0,8.0,-1.0,0,unknown,0
49,management,single,tertiary,no,0.0,no,no,cellular,22.0,aug,205.0,4.0,-1.0,0,unknown,0
34,management,single,tertiary,no,478.0,yes,no,cellular,22.0,aug,,2.0,-1.0,0,unknown,0
31,technician,single,secondary,no,1.0,no,no,cellular,22.0,aug,107.0,,-1.0,0,unknown,0
53,technician,married,secondary,no,0.0,no,no,,22.0,aug,77.0,9.0,-1.0,0,unknown,0
34,technician,married,secondary,yes,-172.0,no,no,cellular,22.0,aug,177.0,2.0,-1.0,0,,0
32,,single,tertiary,no,334.0,no,no,cellular,22.0,aug,944.0,14.0,-1.0,0,unknown,0
31,management,single,tertiary,no,10215.0,no,no,cellular,22.0,aug,139.0,2.0,-1.0,0,unknown,0
57,technician,married,secondary,no,20.0,no,no,cellular,22.0,aug,119.0,2.0,-1.0,0,unknown,0
48,management,married,tertiary,no,1335.0,no,no,cellular,22.0,aug,492.0,,-1.0,0,unknown,0
37,management,married,tertiary,no,31.0,no,no,cellular,22.0,aug,72.0,2.0,-1.0,0,unknown,0
38,technician,married,tertiary,no,0.0,no,no,cellular,22.0,aug,82.0,,-1.0,0,unknown,0
59,management,divorced,secondary,no,0.0,no,no,cellular,,aug,125.0,2.0,,0,unknown,0
49,admin.,married,secondary,no,0.0,no,no,cellular,22.0,aug,115.0,2.0,-1.0,0,unknown,0
41,management,married,tertiary,no,23.0,no,no,cellular,22.0,aug,80.0,2.0,-1.0,0,unknown,0
33,management,married,tertiary,no,4570.0,no,no,cellular,22.0,aug,1258.0,2.0,,0,unknown,1
35,management,married,tertiary,no,-126.0,no,no,cellular,22.0,aug,82.0,2.0,-1.0,0,unknown,0
32,technician,single,secondary,no,34.0,no,no,cellular,22.0,aug,210.0,2.0,,0,unknown,0
30,management,married,secondary,no,0.0,no,no,cellular,22.0,aug,78.0,2.0,-1.0,0,unknown,0
35,management,single,secondary,no,1048.0,no,no,cellular,22.0,aug,362.0,2.0,-1.0,0,unknown,0
53,blue-collar,married,secondary,no,25.0,no,no,cellular,22.0,aug,528.0,2.0,-1.0,0,unknown,1
43,technician,married,secondary,no,221.0,no,no,cellular,,aug,73.0,2.0,,0,unknown,0
36,management,single,tertiary,no,0.0,no,no,cellular,22.0,aug,136.0,2.0,,0,unknown,0
32,technician,single,tertiary,no,388.0,yes,no,cellular,22.0,aug,119.0,2.0,-1.0,0,unknown,0
46,technician,divorced,secondary,no,447.0,no,yes,cellular,22.0,aug,314.0,2.0,-1.0,0,unknown,0
52,blue-collar,married,primary,no,796.0,no,no,cellular,22.0,aug,150.0,2.0,,0,unknown,0
43,technician,married,secondary,no,328.0,no,no,cellular,22.0,aug,79.0,,-1.0,0,unknown,0
46,services,married,primary,no,599.0,no,no,cellular,22.0,aug,257.0,2.0,-1.0,0,unknown,0
35,management,married,tertiary,no,3168.0,no,no,cellular,22.0,aug,24.0,,-1.0,0,unknown,0
30,technician,single,tertiary,no,0.0,no,no,cellular,22.0,aug,69.0,,-1.0,0,unknown,0
33,management,married,tertiary,no,4636.0,no,no,cellular,22.0,aug,129.0,6.0,-1.0,0,unknown,0
55,blue-collar,married,unknown,no,,no,no,cellular,22.0,aug,1329.0,2.0,-1.0,0,unknown,1
55,self-employed,married,secondary,no,100.0,no,no,cellular,22.0,aug,,4.0,,0,unknown,0
49,technician,married,secondary,no,1982.0,yes,yes,cellular,22.0,aug,73.0,,,0,unknown,0
40,self-employed,married,secondary,no,0.0,no,no,cellular,22.0,aug,55.0,6.0,-1.0,0,unknown,0
48,technician,married,secondary,no,23495.0,no,no,cellular,22.0,aug,63.0,8.0,-1.0,0,unknown,0
35,technician,married,secondary,no,19.0,no,no,cellular,22.0,aug,,2.0,-1.0,0,unknown,0
51,management,married,tertiary,no,0.0,no,no,cellular,22.0,aug,111.0,2.0,-1.0,0,unknown,0
58,management,single,tertiary,no,0.0,no,no,cellular,22.0,aug,72.0,2.0,,0,unknown,0
58,blue-collar,married,secondary,no,371.0,no,no,,22.0,aug,73.0,2.0,,0,unknown,0
37,management,single,tertiary,no,767.0,no,no,cellular,22.0,aug,160.0,,-1.0,0,unknown,0
60,blue-collar,married,primary,no,864.0,no,no,telephone,22.0,aug,67.0,,-1.0,0,unknown,0
36,management,single,tertiary,no,1520.0,no,no,cellular,22.0,aug,101.0,2.0,,0,unknown,0
45,housemaid,married,secondary,no,1623.0,no,no,cellular,22.0,aug,192.0,4.0,-1.0,0,unknown,0
33,self-employed,married,tertiary,no,215.0,no,yes,cellular,22.0,aug,286.0,2.0,,0,unknown,0
52,blue-collar,married,primary,no,994.0,no,no,,22.0,aug,109.0,2.0,-1.0,0,unknown,0
35,technician,divorced,secondary,no,54.0,no,no,cellular,22.0,aug,73.0,2.0,-1.0,0,unknown,0
36,technician,single,tertiary,no,1324.0,no,no,cellular,22.0,aug,85.0,2.0,-1.0,0,unknown,0
31,technician,single,secondary,no,,no,no,cellular,22.0,aug,78.0,2.0,-1.0,0,unknown,0
57,housemaid,married,secondary,no,0.0,no,no,cellular,22.0,aug,197.0,2.0,-1.0,0,,0
30,management,single,tertiary,no,370.0,no,no,,22.0,aug,64.0,2.0,,0,unknown,0
55,blue-collar,married,tertiary,no,1341.0,no,no,cellular,22.0,aug,46.0,8.0,-1.0,0,unknown,0
32,technician,single,secondary,no,90.0,no,no,cellular,22.0,aug,278.0,2.0,-1.0,0,unknown,0
35,technician,single,tertiary,no,296.0,no,no,cellular,22.0,aug,91.0,,,0,unknown,0
54,housemaid,married,primary,no,179.0,no,no,cellular,22.0,aug,132.0,2.0,-1.0,0,unknown,0
35,technician,married,secondary,no,13.0,no,no,cellular,22.0,aug,94.0,2.0,-1.0,0,unknown,0
32,management,single,tertiary,no,0.0,no,no,cellular,22.0,aug,148.0,2.0,-1.0,0,unknown,0
31,technician,single,secondary,no,5.0,no,no,cellular,,aug,121.0,2.0,-1.0,0,unknown,0
57,blue-collar,married,primary,no,1075.0,no,no,cellular,22.0,aug,164.0,6.0,-1.0,0,unknown,0
32,self-employed,married,tertiary,no,,no,no,cellular,22.0,aug,171.0,15.0,-1.0,0,unknown,0
55,blue-collar,married,primary,no,396.0,no,no,cellular,22.0,aug,,,-1.0,0,unknown,0
55,housemaid,married,secondary,no,139.0,no,no,cellular,22.0,aug,256.0,2.0,,0,unknown,0
34,technician,single,secondary,no,559.0,no,no,cellular,22.0,aug,259.0,2.0,-1.0,0,unknown,0
46,management,single,tertiary,no,0.0,no,no,cellular,22.0,aug,686.0,2.0,,0,unknown,1
33,management,single,secondary,no,-298.0,no,no,cellular,22.0,aug,168.0,,-1.0,0,,0
32,technician,single,secondary,no,0.0,no,no,cellular,22.0,aug,114.0,2.0,-1.0,0,unknown,0
49,housemaid,married,secondary,no,211.0,no,no,cellular,22.0,aug,220.0,2.0,-1.0,0,unknown,0
36,technician,married,tertiary,no,473.0,no,no,cellular,22.0,aug,72.0,2.0,-1.0,0,unknown,0
44,management,divorced,tertiary,yes,-26.0,no,no,cellular,22.0,aug,92.0,4.0,-1.0,0,unknown,0
46,admin.,married,secondary,no,154.0,no,no,cellular,22.0,aug,,2.0,-1.0,0,unknown,0
36,management,divorced,tertiary,no,276.0,yes,no,cellular,22.0,aug,131.0,2.0,,0,unknown,0
53,services,married,primary,no,6.0,no,no,cellular,22.0,aug,,,-1.0,0,unknown,0
32,management,married,tertiary,no,282.0,no,no,cellular,22.0,aug,92.0,2.0,-1.0,0,unknown,0
52,services,married,secondary,no,145.0,no,no,cellular,22.0,aug,205.0,4.0,-1.0,0,unknown,0
50,housemaid,married,secondary,no,195.0,no,no,cellular,22.0,aug,168.0,2.0,,0,unknown,0
33,technician,single,secondary,no,80.0,no,no,cellular,22.0,aug,572.0,2.0,-1.0,0,unknown,0
46,services,married,secondary,no,273.0,no,no,cellular,22.0,aug,565.0,2.0,-1.0,0,unknown,1
50,entrepreneur,married,secondary,no,7907.0,yes,yes,cellular,22.0,aug,363.0,2.0,-1.0,0,unknown,0
57,retired,married,primary,no,333.0,no,no,unknown,22.0,aug,336.0,2.0,-1.0,0,unknown,0
52,management,married,tertiary,no,0.0,no,no,cellular,22.0,aug,,2.0,-1.0,0,unknown,0
49,management,single,tertiary,no,11.0,no,no,cellular,22.0,aug,251.0,,-1.0,0,unknown,0
36,technician,married,secondary,no,331.0,no,no,cellular,22.0,aug,239.0,,-1.0,0,unknown,0
36,management,single,secondary,no,1898.0,yes,no,cellular,22.0,aug,243.0,4.0,-1.0,0,,0
39,technician,married,secondary,no,13165.0,yes,yes,cellular,22.0,aug,147.0,4.0,-1.0,0,unknown,0
48,management,divorced,tertiary,no,,no,no,cellular,22.0,aug,91.0,4.0,-1.0,0,unknown,0
52,housemaid,married,primary,no,335.0,no,no,cellular,22.0,aug,,5.0,-1.0,0,unknown,0
50,blue-collar,married,primary,no,1052.0,no,no,cellular,22.0,aug,149.0,4.0,-1.0,0,unknown,0
50,management,single,tertiary,no,0.0,no,no,cellular,22.0,aug,128.0,,-1.0,0,unknown,0
33,management,single,tertiary,no,112.0,no,no,cellular,22.0,aug,112.0,4.0,-1.0,0,unknown,0
47,blue-collar,married,primary,no,9346.0,no,no,cellular,22.0,aug,19.0,21.0,-1.0,0,unknown,0
49,management,married,tertiary,no,234.0,no,no,cellular,22.0,aug,55.0,6.0,-1.0,0,unknown,0
35,management,single,tertiary,no,1496.0,yes,no,cellular,22.0,aug,73.0,4.0,-1.0,0,unknown,0
46,entrepreneur,married,tertiary,no,1920.0,no,no,,22.0,aug,604.0,6.0,-1.0,0,unknown,1
52,technician,married,secondary,no,2944.0,no,no,cellular,22.0,aug,,18.0,-1.0,0,unknown,0
58,retired,married,primary,no,701.0,no,no,cellular,22.0,aug,137.0,4.0,,0,unknown,0
43,management,married,tertiary,no,,no,no,cellular,22.0,aug,239.0,4.0,-1.0,0,unknown,0
31,management,divorced,tertiary,no,-6.0,no,yes,cellular,22.0,aug,119.0,6.0,,0,unknown,0
30,technician,married,tertiary,no,296.0,no,no,cellular,22.0,aug,1809.0,5.0,-1.0,0,unknown,0
47,management,married,tertiary,no,5049.0,no,no,cellular,22.0,aug,47.0,7.0,-1.0,0,unknown,0
47,housemaid,divorced,secondary,no,26.0,no,no,cellular,22.0,aug,48.0,4.0,-1.0,0,unknown,0
31,management,single,secondary,no,2.0,no,no,cellular,22.0,aug,65.0,4.0,-1.0,0,unknown,0
30,management,married,tertiary,no,882.0,no,no,cellular,22.0,aug,,6.0,-1.0,0,unknown,0
30,technician,married,secondary,no,817.0,yes,no,cellular,22.0,aug,180.0,4.0,-1.0,0,unknown,0
44,management,married,tertiary,no,1383.0,no,no,,22.0,aug,243.0,12.0,-1.0,0,unknown,0
46,management,married,tertiary,no,,no,no,cellular,22.0,aug,79.0,4.0,-1.0,0,unknown,0
30,management,married,tertiary,no,696.0,no,no,cellular,22.0,aug,,4.0,-1.0,0,unknown,0
54,blue-collar,married,primary,no,2110.0,yes,no,cellular,22.0,aug,120.0,8.0,-1.0,0,unknown,0
49,admin.,married,secondary,no,682.0,no,no,cellular,22.0,aug,86.0,4.0,-1.0,0,unknown,0
50,admin.,married,primary,no,82.0,no,no,,22.0,aug,101.0,4.0,-1.0,0,,0
38,self-employed,married,tertiary,no,656.0,yes,no,cellular,22.0,aug,508.0,,-1.0,0,unknown,0
54,unknown,married,primary,no,981.0,no,no,,22.0,aug,651.0,12.0,-1.0,0,unknown,0
34,unemployed,married,tertiary,no,10.0,no,no,cellular,22.0,aug,71.0,,-1.0,0,unknown,0
36,technician,married,tertiary,no,508.0,no,no,cellular,22.0,aug,,4.0,-1.0,0,unknown,0
47,management,married,tertiary,no,286.0,no,no,cellular,22.0,aug,557.0,7.0,-1.0,0,unknown,0
36,management,divorced,tertiary,no,,no,no,cellular,22.0,aug,247.0,4.0,-1.0,0,unknown,0
47,blue-collar,married,primary,no,469.0,no,no,telephone,22.0,aug,208.0,6.0,,0,unknown,0
49,management,married,tertiary,no,502.0,no,no,cellular,22.0,aug,379.0,4.0,-1.0,0,unknown,0
50,technician,married,secondary,no,0.0,no,no,telephone,22.0,aug,295.0,5.0,-1.0,0,unknown,0
59,housemaid,married,primary,no,57.0,no,no,cellular,22.0,aug,212.0,,-1.0,0,unknown,0
34,management,married,secondary,no,857.0,yes,no,cellular,22.0,aug,238.0,6.0,-1.0,0,unknown,0
31,management,single,tertiary,no,-201.0,yes,no,cellular,22.0,aug,81.0,4.0,-1.0,0,unknown,0
36,technician,single,secondary,no,159.0,yes,no,cellular,22.0,aug,251.0,4.0,-1.0,0,unknown,0
30,unemployed,single,tertiary,no,463.0,no,no,cellular,22.0,aug,374.0,,-1.0,0,unknown,0
41,technician,married,secondary,no,994.0,no,no,cellular,22.0,aug,117.0,4.0,-1.0,0,unknown,0
35,self-employed,married,secondary,no,,yes,no,cellular,22.0,aug,73.0,,-1.0,0,unknown,0
31,management,single,tertiary,no,47.0,no,no,cellular,22.0,aug,,4.0,-1.0,0,unknown,0
33,management,single,tertiary,no,71.0,no,no,cellular,22.0,aug,107.0,6.0,-1.0,0,unknown,0
32,management,single,tertiary,no,17.0,no,no,cellular,22.0,aug,72.0,4.0,-1.0,0,unknown,0
50,management,married,tertiary,yes,72.0,no,no,cellular,22.0,aug,171.0,13.0,-1.0,0,unknown,0
39,management,single,tertiary,no,968.0,yes,no,cellular,22.0,aug,199.0,6.0,-1.0,0,unknown,0
41,technician,married,secondary,no,,no,no,cellular,22.0,aug,209.0,2.0,-1.0,0,unknown,0
32,technician,single,tertiary,no,195.0,yes,no,cellular,22.0,aug,239.0,,-1.0,0,unknown,0
35,technician,married,tertiary,no,1006.0,no,no,cellular,22.0,aug,69.0,,-1.0,0,unknown,0
30,technician,single,secondary,no,,no,no,cellular,22.0,aug,198.0,2.0,-1.0,0,unknown,0
32,management,married,tertiary,no,4.0,no,no,,22.0,aug,195.0,,,0,unknown,0
46,housemaid,married,primary,no,131.0,no,no,cellular,22.0,aug,234.0,4.0,-1.0,0,unknown,0
31,unknown,divorced,tertiary,no,137.0,no,no,cellular,22.0,aug,385.0,,-1.0,0,unknown,0
57,retired,married,primary,no,318.0,no,no,cellular,22.0,aug,371.0,4.0,-1.0,0,unknown,0
39,management,married,tertiary,no,0.0,no,no,cellular,22.0,aug,714.0,,-1.0,0,unknown,0
40,technician,married,tertiary,no,,no,no,cellular,22.0,aug,105.0,3.0,-1.0,0,unknown,0
60,retired,married,secondary,no,30.0,no,no,,22.0,aug,629.0,4.0,-1.0,0,unknown,0
49,technician,married,tertiary,no,2950.0,yes,no,cellular,22.0,aug,91.0,16.0,-1.0,0,unknown,0
32,management,married,tertiary,no,141.0,yes,yes,cellular,22.0,aug,10.0,,-1.0,0,unknown,0
34,management,single,secondary,no,0.0,no,no,cellular,22.0,aug,132.0,,-1.0,0,unknown,0
59,admin.,married,secondary,no,1575.0,yes,no,cellular,22.0,aug,,,-1.0,0,unknown,1
34,management,single,tertiary,no,1336.0,no,no,cellular,22.0,aug,217.0,6.0,,0,unknown,0
33,entrepreneur,married,secondary,no,5809.0,yes,no,,22.0,aug,219.0,4.0,-1.0,0,unknown,0
40,management,married,tertiary,no,0.0,no,no,cellular,22.0,aug,61.0,4.0,-1.0,0,unknown,0
32,management,single,tertiary,no,0.0,no,no,telephone,22.0,aug,28.0,4.0,-1.0,0,unknown,0
34,management,divorced,tertiary,no,140.0,no,no,cellular,22.0,aug,80.0,4.0,-1.0,0,unknown,0
43,technician,single,secondary,no,4990.0,yes,no,cellular,22.0,aug,88.0,10.0,-1.0,0,unknown,0
55,management,divorced,tertiary,no,1598.0,no,no,cellular,22.0,aug,607.0,4.0,-1.0,0,unknown,0
31,technician,single,secondary,no,354.0,no,yes,cellular,22.0,aug,,,-1.0,0,unknown,0
57,technician,married,secondary,no,0.0,no,no,cellular,22.0,aug,527.0,6.0,-1.0,0,unknown,0
36,technician,divorced,secondary,no,433.0,no,no,cellular,22.0,aug,173.0,3.0,-1.0,0,unknown,0
36,services,married,secondary,no,33.0,yes,yes,cellular,22.0,aug,81.0,2.0,-1.0,0,unknown,0
47,housemaid,married,secondary,no,443.0,no,no,cellular,,aug,222.0,3.0,-1.0,0,,0
32,technician,married,tertiary,no,0.0,no,no,cellular,22.0,aug,277.0,3.0,-1.0,0,unknown,0
32,management,married,tertiary,no,263.0,no,no,cellular,22.0,aug,175.0,1.0,-1.0,0,unknown,0
36,technician,single,secondary,no,664.0,no,no,cellular,22.0,aug,309.0,3.0,-1.0,0,unknown,0
35,technician,married,secondary,no,712.0,yes,yes,cellular,22.0,aug,97.0,5.0,-1.0,0,unknown,0
41,management,married,tertiary,no,527.0,no,no,cellular,22.0,aug,96.0,,-1.0,0,unknown,0
51,blue-collar,married,secondary,no,548.0,no,no,cellular,22.0,aug,511.0,4.0,-1.0,0,unknown,0
45,technician,divorced,secondary,no,88.0,yes,no,cellular,22.0,aug,55.0,,-1.0,0,unknown,0
34,management,married,secondary,no,42.0,no,no,cellular,22.0,aug,,3.0,-1.0,0,,0
31,technician,single,secondary,no,,no,no,cellular,22.0,aug,346.0,5.0,,0,unknown,0
31,management,single,tertiary,no,55.0,no,no,cellular,22.0,aug,,1.0,,0,unknown,0
59,retired,married,primary,no,0.0,no,no,cellular,22.0,aug,347.0,,-1.0,0,unknown,0
32,technician,married,tertiary,no,43.0,no,no,cellular,22.0,aug,154.0,5.0,-1.0,0,unknown,0
47,services,married,secondary,no,2322.0,no,no,cellular,22.0,aug,618.0,,-1.0,0,unknown,0
35,technician,single,secondary,no,,no,no,cellular,22.0,aug,203.0,1.0,-1.0,0,unknown,0
59,retired,married,primary,no,0.0,no,no,cellular,22.0,aug,460.0,,-1.0,0,unknown,0
56,admin.,married,secondary,no,150.0,no,no,,22.0,aug,105.0,1.0,-1.0,0,unknown,0
41,technician,married,secondary,no,65.0,no,no,cellular,22.0,aug,157.0,,-1.0,0,unknown,0
36,management,single,tertiary,no,156.0,no,no,cellular,22.0,aug,122.0,1.0,-1.0,0,unknown,0
45,technician,married,tertiary,no,12766.0,no,no,cellular,22.0,aug,129.0,,-1.0,0,unknown,0
31,technician,single,tertiary,no,336.0,no,no,cellular,22.0,aug,661.0,1.0,,0,unknown,0
37,management,married,secondary,no,261.0,no,no,cellular,22.0,aug,296.0,3.0,-1.0,0,unknown,0
31,management,single,tertiary,no,1308.0,no,no,cellular,,aug,323.0,3.0,-1.0,0,unknown,0
45,management,married,tertiary,no,0.0,no,no,cellular,22.0,aug,112.0,,,0,unknown,0
31,housemaid,single,tertiary,no,,no,no,cellular,22.0,aug,78.0,3.0,-1.0,0,unknown,0
36,technician,married,secondary,no,287.0,no,no,cellular,22.0,aug,381.0,6.0,-1.0,0,unknown,0
30,technician,single,secondary,no,0.0,no,no,cellular,22.0,aug,79.0,5.0,,0,unknown,0
42,technician,divorced,secondary,no,2861.0,no,no,cellular,22.0,aug,30.0,5.0,-1.0,0,unknown,0
47,services,married,tertiary,no,871.0,no,no,cellular,22.0,aug,602.0,9.0,-1.0,0,unknown,0
37,technician,married,secondary,no,1725.0,no,no,cellular,22.0,aug,75.0,7.0,-1.0,0,unknown,0
31,management,single,tertiary,no,18.0,no,no,cellular,22.0,aug,332.0,3.0,-1.0,0,unknown,0
43,management,married,secondary,no,445.0,no,no,cellular,22.0,aug,108.0,18.0,-1.0,0,unknown,0
30,technician,single,tertiary,no,0.0,no,no,cellular,22.0,aug,121.0,2.0,-1.0,0,unknown,0
31,technician,married,secondary,no,298.0,no,no,cellular,22.0,aug,436.0,5.0,-1.0,0,unknown,0
30,self-employed,married,tertiary,no,-517.0,yes,yes,cellular,22.0,aug,,,-1.0,0,unknown,0
34,technician,single,tertiary,no,632.0,no,no,cellular,22.0,aug,215.0,10.0,-1.0,0,unknown,0
48,blue-collar,married,primary,no,2519.0,no,no,telephone,22.0,aug,105.0,5.0,,0,unknown,0
30,services,married,secondary,no,475.0,no,no,cellular,22.0,aug,192.0,,-1.0,0,unknown,0
37,technician,married,tertiary,no,2043.0,no,no,,22.0,aug,143.0,4.0,-1.0,0,unknown,0
53,unemployed,divorced,secondary,no,468.0,no,no,cellular,22.0,aug,153.0,6.0,-1.0,0,unknown,0
31,technician,divorced,tertiary,no,75.0,no,no,cellular,22.0,aug,,9.0,-1.0,0,unknown,0
34,technician,married,tertiary,no,23.0,no,no,cellular,22.0,aug,289.0,6.0,,0,unknown,0
35,management,married,tertiary,no,94.0,no,no,cellular,22.0,aug,239.0,3.0,-1.0,0,unknown,0
47,blue-collar,married,secondary,no,4709.0,no,no,cellular,22.0,aug,78.0,4.0,-1.0,0,unknown,0
54,management,divorced,secondary,no,2762.0,no,no,cellular,22.0,aug,,7.0,-1.0,0,unknown,0
59,admin.,married,secondary,no,6264.0,no,no,,22.0,aug,353.0,16.0,-1.0,0,unknown,0
45,services,married,secondary,no,1064.0,no,no,cellular,22.0,aug,210.0,,-1.0,0,unknown,0
49,technician,married,secondary,no,702.0,no,no,telephone,22.0,aug,145.0,,-1.0,0,unknown,0
38,housemaid,married,secondary,no,316.0,no,no,cellular,22.0,aug,101.0,4.0,,0,unknown,0
32,management,married,tertiary,no,26.0,no,no,cellular,22.0,aug,222.0,6.0,-1.0,0,unknown,0
46,housemaid,married,primary,no,304.0,no,no,,22.0,aug,166.0,5.0,-1.0,0,unknown,0
55,blue-collar,married,secondary,no,176.0,no,yes,cellular,22.0,aug,,11.0,-1.0,0,unknown,0
58,blue-collar,married,primary,no,,yes,no,cellular,22.0,aug,,7.0,-1.0,0,unknown,0
51,technician,married,secondary,no,130.0,no,no,cellular,22.0,aug,547.0,3.0,-1.0,0,unknown,0
37,management,married,tertiary,no,49.0,no,yes,cellular,22.0,aug,132.0,1.0,-1.0,0,,0
50,services,single,secondary,no,321.0,no,no,,22.0,aug,90.0,,-1.0,0,unknown,0
47,blue-collar,married,secondary,no,,no,yes,cellular,22.0,aug,155.0,2.0,-1.0,0,unknown,0
53,services,married,secondary,no,1.0,no,no,cellular,22.0,aug,,10.0,-1.0,0,unknown,0
51,management,married,tertiary,no,79.0,no,yes,cellular,22.0,aug,,7.0,,0,unknown,0
33,management,single,tertiary,no,349.0,no,no,cellular,22.0,aug,182.0,1.0,-1.0,0,unknown,0
60,blue-collar,married,primary,no,0.0,no,no,cellular,22.0,aug,195.0,1.0,-1.0,0,unknown,0
49,blue-collar,married,primary,no,239.0,no,no,,22.0,aug,90.0,3.0,-1.0,0,unknown,0
49,blue-collar,married,primary,no,397.0,no,no,cellular,22.0,aug,263.0,1.0,-1.0,0,unknown,0
47,blue-collar,married,primary,no,0.0,no,no,cellular,22.0,aug,98.0,,-1.0,0,unknown,0
32,self-employed,married,tertiary,no,102.0,no,no,cellular,22.0,aug,398.0,5.0,-1.0,0,unknown,0
37,housemaid,married,primary,no,655.0,yes,no,cellular,22.0,aug,160.0,,-1.0,0,unknown,0
