customer_id,disbursed_amount,interest,market,employment,time_employed,householder,income,date_issued,target,loan_purpose,number_open_accounts,date_last_payment,number_credit_lines_12
3991,12350.0,6.6792,A,Secretary,>5 years,MORTGAGE,105600.0,2015-07-14,0,Debt consolidation,10.0,2016-01-22,
3992,24500.0,10.3306,B,Taxi driver,>5 years,OWNER,59400.0,2015-02-16,0,Debt consolidation,11.0,2016-01-22,
3993,7840.0,10.110800000000001,B,Nurse,<=5 years,MORTGAGE,29925.0,2014-01-04,0,Debt consolidation,16.0,2016-01-24,
3994,7440.0,10.626000000000001,B,Software developer,>5 years,MORTGAGE,79900.0,2013-09-03,0,Debt consolidation,10.0,2016-01-22,
3995,14100.0,8.7115,B,Civil Servant,<=5 years,MORTGAGE,72750.0,2015-11-20,0,Debt consolidation,7.0,2016-01-15,
3996,13950.0,8.5281,B,Nurse,>5 years,RENT,87220.0,2015-09-15,0,Debt consolidation,29.0,2015-12-19,
3997,9500.0,13.7376,C,,,MORTGAGE,45000.0,2015-01-04,0,Home improvements,6.0,2015-03-17,
3998,8820.0,14.7936,D,,,MORTGAGE,73500.0,2015-12-05,0,Home improvements,15.0,2016-01-09,
3999,13315.5,17.86,D,Other,<=5 years,MORTGAGE,39060.0,2015-06-21,0,Debt consolidation,10.0,2016-01-14,
4000,8000.0,8.0262,A,Civil Servant,>5 years,MORTGAGE,81600.0,2015-01-22,0,Debt consolidation,7.0,2016-01-01,
4001,27300.0,9.4905,B,Dentist,<=5 years,MORTGAGE,90250.0,2015-07-11,0,Debt consolidation,14.0,2016-01-06,
4002,5460.0,13.141200000000001,C,Civil Servant,<=5 years,MORTGAGE,70500.0,2014-01-11,0,Holidays,14.0,2016-01-20,
4003,18400.0,8.544,A,Taxi driver,<=5 years,RENT,97650.0,2014-03-11,0,Debt consolidation,9.0,2016-01-19,
4004,9300.0,10.3851,B,Civil Servant,<=5 years,MORTGAGE,107000.0,2014-11-20,0,Debt consolidation,15.0,2016-01-27,
4005,9200.0,10.4716,B,Civil Servant,>5 years,OWNER,56260.0,2012-08-25,0,Debt consolidation,8.0,2015-08-13,
4006,11640.0,13.0014,C,Statistician,>5 years,MORTGAGE,76260.0,2014-08-23,0,Debt consolidation,10.0,2015-02-24,
4007,3760.0,7.5744,A,,,MORTGAGE,67320.0,2015-03-07,0,Debt consolidation,12.0,2016-01-18,
4008,5820.0,8.6198,B,Statistician,>5 years,MORTGAGE,44365.5135,2014-10-14,0,Debt consolidation,6.0,2016-01-16,
4009,32900.0,13.98,C,Dentist,>5 years,MORTGAGE,91000.0,2014-09-13,0,Debt consolidation,14.0,2016-01-26,
4010,17249.0,11.1507,B,Bus driver,<=5 years,MORTGAGE,49000.0,2015-01-22,0,Debt consolidation,8.0,2016-01-14,
4011,9751.5,12.1923,B,Civil Servant,<=5 years,MORTGAGE,49140.0,2012-05-17,0,Debt consolidation,15.0,2013-02-10,
4012,8820.0,5.32,A,Statistician,<=5 years,MORTGAGE,93100.0,2015-08-18,0,Debt consolidation,10.0,2016-01-02,
4013,8910.0,8.8361,B,Dentist,<=5 years,RENT,46500.0,2013-08-16,0,Debt consolidation,13.0,2015-12-22,
4014,4000.0,16.4836,E,Teacher,<=5 years,RENT,41983.2,2010-09-19,0,Other,6.0,2011-08-14,
4015,2790.0,15.2559,D,Civil Servant,<=5 years,RENT,62720.0,2015-11-13,0,Other,7.0,2016-01-22,
4016,14550.0,7.852799999999999,B,Software developer,<=5 years,RENT,39600.0,2015-09-18,0,Debt consolidation,9.0,2016-01-19,
4017,15470.0,23.4,E,Statistician,<=5 years,RENT,48760.0,2013-10-03,0,Debt consolidation,11.0,2015-01-13,
4018,2376.0,18.7392,D,Accountant,<=5 years,MORTGAGE,37200.0,2013-08-19,0,Other,11.0,2015-07-12,
4019,5652.5,13.7102,C,Statistician,>5 years,MORTGAGE,33250.0,2015-04-11,0,Debt consolidation,4.0,2015-12-12,
4020,6000.0,17.885,E,Taxi driver,>5 years,MORTGAGE,44590.0,2015-06-26,0,Debt consolidation,13.0,2015-10-17,
4021,32200.0,12.5672,C,Taxi driver,<=5 years,RENT,123750.0,2014-12-27,0,Home improvements,6.0,2016-01-14,
4022,11160.0,11.1504,B,Teacher,<=5 years,RENT,66445.0,2013-03-08,0,Debt consolidation,10.0,2015-07-01,
4023,32670.0,17.2186,D,Software developer,>5 years,MORTGAGE,125550.0,2015-12-01,0,Debt consolidation,9.0,2016-01-15,
4024,6930.0,18.733999999999998,D,Software developer,<=5 years,MORTGAGE,47500.0,2012-12-26,0,Debt consolidation,11.0,2013-12-27,
4025,14550.0,7.3402,A,Bus driver,<=5 years,MORTGAGE,121458.0,2015-12-03,0,Debt consolidation,18.0,2016-01-04,1.0
4026,18400.0,11.7564,B,Accountant,>5 years,MORTGAGE,58800.0,2013-06-20,0,Debt consolidation,7.0,2016-01-23,
4027,7520.0,7.634900000000001,A,Accountant,<=5 years,MORTGAGE,37440.0,2014-07-10,0,Debt consolidation,13.0,2016-01-23,
4028,7425.0,16.4803,D,Dentist,>5 years,OWNER,46184.0,2015-04-25,0,Home improvements,17.0,2016-01-22,
4029,27300.0,20.5995,E,Dentist,<=5 years,MORTGAGE,145040.0,2014-10-21,0,Debt consolidation,5.0,2016-01-21,
4030,13720.0,7.4437999999999995,B,Nurse,>5 years,RENT,43240.0,2015-05-03,0,Debt consolidation,10.0,2016-01-25,
4031,14550.0,12.2402,B,Taxi driver,<=5 years,MORTGAGE,73260.0,2014-03-01,0,Debt consolidation,11.0,2016-01-16,
4032,7360.0,12.1422,C,Teacher,>5 years,OWNER,49470.0,2014-11-08,0,Debt consolidation,16.0,2015-12-02,
4033,5544.0,11.3199,B,Civil Servant,<=5 years,MORTGAGE,80980.8,2014-09-22,0,Debt consolidation,16.0,2016-01-19,
4034,33600.0,14.9408,C,Nurse,>5 years,MORTGAGE,216960.0,2013-12-10,0,Debt consolidation,15.0,2015-12-13,
4035,11904.0,9.5648,B,Bus driver,>5 years,MORTGAGE,63700.0,2012-05-25,0,Debt consolidation,9.0,2014-04-13,
4036,6187.0,10.9535,B,Teacher,<=5 years,RENT,47040.0,2015-07-25,0,Debt consolidation,12.0,2015-12-13,
4037,25650.0,11.184099999999999,B,Bus driver,>5 years,MORTGAGE,109250.0,2015-09-08,0,Debt consolidation,14.0,2015-12-11,
4038,20160.0,13.141200000000001,C,Bus driver,<=5 years,MORTGAGE,134400.0,2014-10-08,0,Debt consolidation,12.0,2016-01-14,
4039,8730.0,10.9698,B,Accountant,>5 years,OWNER,135800.0,2014-07-01,0,Other,12.0,2016-01-20,
4040,22025.5,11.2706,B,Statistician,>5 years,MORTGAGE,58590.0,2013-12-23,0,Debt consolidation,16.0,2016-01-15,
4041,3420.0,19.1296,D,Secretary,<=5 years,RENT,46560.0,2013-07-15,0,Other,8.0,2014-04-17,
4042,17100.0,9.1744,B,Statistician,<=5 years,RENT,50220.0,2015-12-04,1,Debt consolidation,4.0,2014-12-13,1.0
4043,19400.0,17.8506,E,Bus driver,<=5 years,OWNER,77350.0,2015-12-10,0,Debt consolidation,27.0,2016-01-14,
4044,9500.0,7.52,A,Accountant,>5 years,MORTGAGE,41710.0,2009-06-03,0,Debt consolidation,11.0,2010-10-13,
4045,10829.0,12.9301,C,Other,>5 years,RENT,44100.0,2015-04-01,0,Debt consolidation,6.0,2016-01-16,
4046,15883.75,6.68,A,Nurse,<=5 years,RENT,58800.0,2015-05-06,0,Debt consolidation,8.0,2016-01-08,
4047,5700.0,13.6992,C,Bus driver,<=5 years,MORTGAGE,61594.83,2011-10-08,0,Debt consolidation,9.0,2014-11-14,
4048,18600.0,10.6197,B,Accountant,>5 years,RENT,91200.0,2014-06-21,0,Debt consolidation,9.0,2014-12-15,
4049,9900.0,19.1296,E,Statistician,<=5 years,MORTGAGE,45600.0,2014-06-03,0,Debt consolidation,10.0,2015-12-22,
4050,7614.0,11.53,B,Accountant,<=5 years,RENT,47500.0,2015-03-05,0,Other,5.0,2015-12-22,
4051,9588.0,16.49,D,Secretary,<=5 years,OWNER,34125.0,2015-01-09,0,Home improvements,8.0,2016-01-21,
4052,5000.0,11.9988,B,Dentist,>5 years,OWNER,16320.0,2012-10-24,0,Debt consolidation,8.0,2015-10-13,
4053,7600.0,13.6152,C,Taxi driver,<=5 years,RENT,49400.0,2014-03-06,0,Debt consolidation,14.0,2016-01-11,
4054,11040.0,12.4704,C,,,RENT,43650.0,2014-11-27,0,Debt consolidation,6.0,2016-01-20,
4055,12231.25,19.7901,E,Dentist,>5 years,MORTGAGE,69920.0,2014-11-25,0,Other,8.0,2015-11-23,
4056,13580.0,13.9175,C,Civil Servant,>5 years,MORTGAGE,103872.0,2015-07-16,0,Debt consolidation,19.0,2016-01-25,
4057,23520.0,13.5606,C,Nurse,>5 years,MORTGAGE,100000.0,2014-09-18,0,Debt consolidation,12.0,2015-12-20,
4058,21461.25,15.888399999999999,C,Taxi driver,<=5 years,MORTGAGE,72800.0,2013-05-05,0,Debt consolidation,16.0,2015-12-09,
4059,4700.0,12.1824,C,Accountant,>5 years,MORTGAGE,42570.0,2015-09-16,0,Debt consolidation,6.0,2016-01-13,
4060,10640.0,14.823899999999998,D,Other,>5 years,RENT,49470.0,2014-08-10,0,Debt consolidation,10.0,2016-01-10,
4061,940.0,14.4987,D,Taxi driver,<=5 years,RENT,41710.0,2014-12-19,0,Debt consolidation,12.0,2016-01-25,
4062,13225.0,16.7808,D,Civil Servant,>5 years,RENT,31680.0,2014-10-13,0,Other,16.0,2016-01-05,
4063,17199.0,10.2207,B,Civil Servant,<=5 years,RENT,41160.0,2014-09-18,0,Debt consolidation,10.0,2016-01-21,
4064,23040.0,12.7167,B,Statistician,>5 years,MORTGAGE,109480.0,2013-02-23,0,Debt consolidation,25.0,2015-01-19,
4065,11760.0,12.8498,C,Teacher,>5 years,RENT,102084.64,2015-11-25,0,Debt consolidation,17.0,2016-01-09,
4066,11900.0,12.977,C,Software developer,>5 years,MORTGAGE,76000.0,2015-01-08,0,Debt consolidation,14.0,2016-01-27,
4067,11280.0,11.8346,C,Accountant,<=5 years,RENT,62370.0,2015-12-04,0,Debt consolidation,7.0,2016-01-23,3.0
4068,33600.0,19.19,E,Other,<=5 years,MORTGAGE,136500.0,2015-07-17,0,Debt consolidation,9.0,2016-01-19,
4069,28896.0,11.5526,C,Statistician,<=5 years,OWNER,59607.9,2015-06-20,0,Debt consolidation,28.0,2016-01-26,
4070,15504.0,12.99,B,Bus driver,<=5 years,MORTGAGE,47840.0,2013-10-18,0,Debt consolidation,8.0,2016-01-09,
4071,7150.0,12.6003,C,,,RENT,25128.0,2014-07-26,0,Debt consolidation,7.0,2016-01-15,
4072,9700.0,18.5721,D,Civil Servant,>5 years,RENT,52380.0,2014-01-01,0,Debt consolidation,11.0,2015-10-11,
4073,15197.0,17.155,E,Nurse,<=5 years,RENT,40000.0,2015-03-20,0,Debt consolidation,12.0,2016-01-15,
4074,9900.0,13.6152,C,Accountant,<=5 years,OWNER,69750.0,2014-03-01,0,Holidays,6.0,2014-07-26,
4075,15200.0,16.7972,D,Nurse,<=5 years,MORTGAGE,41580.0,2015-01-06,0,Debt consolidation,6.0,2015-06-20,
4076,19600.0,14.363199999999999,D,Statistician,>5 years,RENT,90090.0,2011-01-27,0,Debt consolidation,13.0,2014-01-12,
4077,21840.0,15.9642,C,Dentist,<=5 years,RENT,291000.0,2013-04-08,0,Debt consolidation,10.0,2016-01-01,
4078,18800.0,9.49,B,Teacher,>5 years,MORTGAGE,73600.0,2015-01-11,0,Debt consolidation,11.0,2016-01-01,
4079,22924.5,12.4704,C,Taxi driver,>5 years,MORTGAGE,65592.32,2014-08-18,0,Debt consolidation,18.0,2015-01-19,
4080,4550.0,8.8032,B,Nurse,>5 years,MORTGAGE,80000.0,2015-07-12,0,Other,8.0,2016-01-09,
4081,14798.0,19.520699999999998,E,Other,>5 years,RENT,58200.0,2015-10-22,0,Debt consolidation,14.0,2016-01-15,
4082,8550.5,15.9887,D,Dentist,<=5 years,RENT,62720.0,2015-10-02,0,Debt consolidation,13.0,2016-01-08,
4083,9300.0,12.8498,B,Dentist,<=5 years,RENT,27900.0,2013-11-03,0,Debt consolidation,6.0,2015-10-04,
4084,27048.0,16.6258,D,Dentist,<=5 years,OWNER,100000.0,2014-11-23,0,Debt consolidation,23.0,2016-01-11,
4085,5640.0,11.6303,C,Civil Servant,<=5 years,RENT,41400.0,2015-12-04,0,Debt consolidation,6.0,2016-01-14,
4086,18200.0,7.62,A,,,RENT,87360.0,2013-10-05,0,Debt consolidation,18.0,2016-01-17,
4087,11880.0,7.9764,B,Software developer,>5 years,OWNER,78200.0,2014-11-06,0,Debt consolidation,6.0,2016-01-08,
4088,29700.0,10.9824,B,Nurse,<=5 years,RENT,59800.0,2015-01-10,0,Debt consolidation,23.0,2015-12-14,
4089,6000.0,14.3472,C,Taxi driver,<=5 years,RENT,35805.0,2014-04-12,0,Car purchase,15.0,2016-01-18,
4090,26040.0,6.5455,A,Accountant,>5 years,MORTGAGE,144000.0,2015-11-02,0,Debt consolidation,7.0,2015-12-20,
4091,26600.0,17.0429,D,Taxi driver,>5 years,RENT,87400.0,2015-05-19,0,Other,7.0,2016-01-20,
4092,11160.0,12.6003,C,Nurse,<=5 years,RENT,87420.0,2014-07-08,0,Debt consolidation,8.0,2016-01-19,
4093,20160.0,16.1405,D,Dentist,<=5 years,MORTGAGE,117120.0,2014-01-01,0,Debt consolidation,20.0,2016-01-15,
4094,4650.0,13.7102,C,Accountant,<=5 years,MORTGAGE,63020.0,2015-05-08,0,Debt consolidation,9.0,2016-01-20,
4095,13248.0,21.18,E,Dentist,>5 years,RENT,45500.0,2014-04-13,0,Debt consolidation,18.0,2016-01-08,
4096,6696.0,11.4908,B,Software developer,<=5 years,MORTGAGE,44620.0,2014-03-24,0,Home improvements,7.0,2015-12-08,
4097,5000.0,7.862399999999999,A,Other,<=5 years,MORTGAGE,86000.0,2014-12-27,0,Debt consolidation,10.0,2015-06-01,
4098,17460.0,7.5744,A,Taxi driver,>5 years,MORTGAGE,60720.0,2015-10-07,0,Debt consolidation,7.0,2016-01-24,
4099,35000.0,15.61,D,Secretary,<=5 years,OWNER,160050.0,2015-09-06,0,Debt consolidation,11.0,2015-12-25,
4100,24000.0,22.8988,E,Accountant,>5 years,OWNER,180500.0,2013-08-23,0,Other,12.0,2014-12-21,
4101,32858.75,22.7409,E,Bus driver,>5 years,RENT,148800.0,2015-08-10,0,Debt consolidation,19.0,2015-11-19,
4102,32550.0,16.6098,D,Software developer,>5 years,MORTGAGE,94860.0,2015-03-07,0,Debt consolidation,14.0,2016-01-15,
4103,6510.0,5.7285,A,Software developer,<=5 years,RENT,71250.0,2014-11-23,0,Debt consolidation,13.0,2015-12-12,
4104,14100.0,6.5538,A,Other,>5 years,MORTGAGE,61880.0,2014-02-22,0,Debt consolidation,18.0,2015-12-06,
4105,9500.0,7.5256,B,Civil Servant,>5 years,MORTGAGE,161500.0,2015-10-16,0,Debt consolidation,7.0,2016-01-07,
4106,34300.0,11.6755,C,Accountant,<=5 years,MORTGAGE,73500.0,2015-04-04,0,Debt consolidation,8.0,2015-12-17,
4107,7920.0,16.924599999999998,C,Bus driver,>5 years,RENT,35720.0,2013-05-06,0,Debt consolidation,13.0,2013-12-22,
4108,11625.25,23.740499999999997,E,Statistician,<=5 years,RENT,57330.0,2015-07-01,0,Home improvements,9.0,2016-01-14,
4109,2206.75,11.6755,C,Bus driver,>5 years,MORTGAGE,80750.0,2015-09-14,0,Holidays,9.0,2016-01-21,
4110,14250.0,15.453899999999999,D,Taxi driver,<=5 years,MORTGAGE,115430.0,2015-04-05,0,Debt consolidation,14.0,2016-01-14,
4111,1140.0,19.2606,E,,,RENT,13886.52,2015-04-13,0,Other,10.0,2015-05-22,
4112,9500.0,15.7225,D,Civil Servant,<=5 years,MORTGAGE,49920.0,2015-07-07,0,Debt consolidation,12.0,2016-01-26,
4113,10920.0,7.5438,A,Secretary,<=5 years,RENT,220000.0,2012-10-08,0,Debt consolidation,10.0,2013-06-14,
4114,10626.0,18.120199999999997,E,Taxi driver,<=5 years,MORTGAGE,38640.0,2015-11-11,0,Debt consolidation,10.0,2016-01-07,
4115,14400.0,7.4955,A,Nurse,<=5 years,RENT,69300.0,2015-03-03,0,Debt consolidation,8.0,2016-01-06,
4116,10695.0,25.284,E,,,MORTGAGE,39000.0,2014-07-20,0,Debt consolidation,16.0,2015-09-14,
4117,5580.0,9.7902,B,,,MORTGAGE,43240.0,2015-04-23,0,Debt consolidation,14.0,2015-07-05,
4118,5700.0,14.3904,C,Other,>5 years,MORTGAGE,83300.0,2014-08-12,0,Debt consolidation,5.0,2016-01-05,
4119,33250.0,13.18,C,Software developer,<=5 years,MORTGAGE,92000.0,2015-11-16,0,Debt consolidation,9.0,2016-01-25,
4120,4032.0,13.49,C,Teacher,<=5 years,MORTGAGE,43200.0,2011-10-24,0,Other,7.0,2014-11-23,
4121,11760.0,7.2588,A,Software developer,<=5 years,RENT,56260.0,2015-04-14,0,Debt consolidation,15.0,2015-12-24,
4122,25139.0,17.7848,D,Statistician,>5 years,MORTGAGE,57000.0,2014-04-15,0,Debt consolidation,13.0,2015-12-20,
4123,12350.0,9.2832,B,Software developer,<=5 years,RENT,53900.0,2013-12-10,0,Debt consolidation,9.0,2016-01-20,
4124,4600.0,13.3315,C,Statistician,>5 years,MORTGAGE,61100.0,2015-10-25,0,Home improvements,11.0,2016-01-21,
4125,9100.0,8.633000000000001,A,Teacher,>5 years,MORTGAGE,49000.0,2014-04-13,0,Debt consolidation,16.0,2016-01-01,
4126,20240.0,11.5479,C,Civil Servant,<=5 years,MORTGAGE,85000.0,2015-03-10,0,Debt consolidation,24.0,2016-01-13,
4127,1470.0,8.18,B,Dentist,>5 years,MORTGAGE,59220.0,2015-10-16,0,Debt consolidation,26.0,2016-01-12,
4128,14100.0,10.110800000000001,B,Civil Servant,>5 years,MORTGAGE,42300.0,2014-10-12,0,Debt consolidation,6.0,2016-01-25,
4129,27440.0,6.2953,A,Nurse,<=5 years,MORTGAGE,80640.0,2014-10-03,0,Debt consolidation,7.0,2015-05-08,
4130,13650.0,11.0968,B,Taxi driver,>5 years,RENT,92000.0,2015-01-24,0,Debt consolidation,11.0,2016-01-17,
4131,27300.0,20.37,E,Software developer,>5 years,MORTGAGE,97760.0,2012-09-03,0,Debt consolidation,8.0,2016-01-23,
4132,9700.0,9.49,B,Accountant,<=5 years,MORTGAGE,76260.0,2015-01-07,0,Debt consolidation,12.0,2016-01-16,
4133,23740.75,15.630799999999999,D,Dentist,<=5 years,RENT,59170.0,2015-11-25,0,Debt consolidation,6.0,2016-01-02,
4134,31040.0,17.9935,D,Teacher,>5 years,OWNER,88992.0,2013-11-01,0,Debt consolidation,8.0,2015-09-14,
4135,14880.0,16.6915,D,Bus driver,>5 years,RENT,66960.0,2014-06-02,0,Debt consolidation,12.0,2015-12-02,
4136,20000.0,15.3126,C,Dentist,<=5 years,MORTGAGE,148500.0,2013-06-03,0,Debt consolidation,10.0,2016-01-14,
4137,2910.0,15.3126,C,Nurse,<=5 years,OWNER,47000.0,2012-11-16,0,Health,12.0,2013-07-01,
4138,24000.0,15.773200000000001,C,Nurse,<=5 years,MORTGAGE,58564.44,2013-09-21,0,Debt consolidation,11.0,2016-01-05,
4139,9900.0,6.5455,A,Accountant,>5 years,RENT,92820.0,2015-10-22,0,Debt consolidation,18.0,2016-01-11,
4140,13860.0,16.6258,D,Nurse,>5 years,MORTGAGE,112800.0,2014-12-21,0,Debt consolidation,17.0,2015-01-16,
4141,10528.0,13.4514,C,Secretary,>5 years,RENT,36400.0,2014-12-26,0,Debt consolidation,11.0,2016-01-08,
4142,18800.0,14.8507,C,Dentist,<=5 years,MORTGAGE,45000.0,2014-04-22,0,Home improvements,8.0,2015-12-08,
4143,1392.0,6.2304,A,Dentist,<=5 years,MORTGAGE,41850.0,2014-10-20,0,Debt consolidation,10.0,2015-11-04,
4144,14100.0,14.673399999999999,D,Dentist,>5 years,MORTGAGE,85000.0,2014-08-17,0,Home improvements,15.0,2015-07-10,
4145,15810.0,7.2588,A,Accountant,<=5 years,RENT,82250.0,2015-03-20,0,Debt consolidation,17.0,2016-01-02,
4146,18200.0,7.5744,A,Secretary,>5 years,OWNER,44550.0,2015-10-15,0,Debt consolidation,21.0,2016-01-02,
4147,19800.0,12.4641,C,Civil Servant,<=5 years,RENT,61100.0,2015-12-03,0,Debt consolidation,9.0,2016-01-21,
4148,12449.25,25.6311,E,Dentist,<=5 years,RENT,95000.0,2014-04-16,0,Car purchase,9.0,2014-05-04,
4149,17880.0,14.0553,C,Civil Servant,>5 years,RENT,68250.0,2014-06-03,0,Debt consolidation,9.0,2015-07-08,
4150,18200.0,9.0783,B,Taxi driver,>5 years,RENT,75000.0,2015-06-14,0,Debt consolidation,6.0,2016-01-09,
4151,17112.0,15.638399999999999,C,Nurse,>5 years,MORTGAGE,60720.0,2013-05-20,0,Debt consolidation,13.0,2016-01-01,
4152,7825.5,16.29,D,Taxi driver,<=5 years,RENT,31280.0,2014-06-21,0,Debt consolidation,11.0,2016-01-01,
4153,13677.0,12.2759,C,Statistician,<=5 years,RENT,46560.0,2011-05-07,0,Debt consolidation,12.0,2013-09-13,
4154,16560.0,20.088,E,Secretary,>5 years,MORTGAGE,40837.0,2013-07-05,0,Debt consolidation,11.0,2016-01-05,
4155,14850.0,9.17,B,Civil Servant,>5 years,MORTGAGE,59400.0,2015-10-07,0,Debt consolidation,9.0,2016-01-17,
4156,20370.0,16.5158,D,Accountant,<=5 years,RENT,73600.0,2014-10-02,0,Other,3.0,2016-01-07,
4157,16740.0,11.950800000000001,C,Secretary,<=5 years,MORTGAGE,65800.0,2015-01-09,0,Debt consolidation,19.0,2016-01-21,
4158,18200.0,13.2905,C,Dentist,>5 years,OWNER,80000.0,2015-12-08,0,Debt consolidation,8.0,2014-08-06,2.0
4159,7056.0,14.986799999999999,D,Civil Servant,<=5 years,RENT,23280.0,2014-10-16,0,Debt consolidation,9.0,2016-01-15,
4160,11880.0,16.4803,D,Statistician,<=5 years,RENT,33320.0,2014-07-19,0,Debt consolidation,12.0,2014-12-25,
4161,33950.0,19.964,E,Statistician,>5 years,MORTGAGE,79900.0,2013-10-22,0,Debt consolidation,16.0,2016-01-20,
4162,22800.0,7.268000000000001,A,Civil Servant,<=5 years,MORTGAGE,80960.0,2013-04-26,0,Debt consolidation,13.0,2014-07-13,
4163,11640.0,5.6079,A,Teacher,>5 years,MORTGAGE,81900.0,2014-05-19,0,Debt consolidation,14.0,2015-10-11,
4164,12000.0,6.24,A,Secretary,>5 years,RENT,98000.0,2015-09-10,0,Debt consolidation,8.0,2016-01-04,
4165,33250.0,16.6075,E,Secretary,>5 years,MORTGAGE,67340.0,2015-05-05,0,Debt consolidation,9.0,2016-01-03,
4166,9648.0,14.8401,C,Accountant,<=5 years,MORTGAGE,32000.0,2014-05-10,0,Debt consolidation,8.0,2014-09-17,
4167,9300.0,7.89,A,Statistician,<=5 years,RENT,45120.0,2015-07-07,0,Debt consolidation,17.0,2016-01-19,
4168,7050.0,6.6792,A,Civil Servant,>5 years,MORTGAGE,57040.0,2015-09-09,0,Debt consolidation,16.0,2016-01-23,
4169,11160.0,11.6352,B,Software developer,>5 years,MORTGAGE,66930.0,2012-05-06,0,Debt consolidation,7.0,2014-04-06,
4170,24941.0,12.870800000000001,C,Other,>5 years,MORTGAGE,62720.0,2012-06-23,0,Debt consolidation,21.0,2013-11-03,
4171,3920.0,13.0634,C,Taxi driver,<=5 years,RENT,52250.0,2015-10-19,0,Debt consolidation,8.0,2016-01-22,
4172,15600.0,14.2105,C,Teacher,<=5 years,MORTGAGE,97650.0,2015-09-22,0,Debt consolidation,9.0,2015-12-26,
4173,16176.0,21.18,E,Taxi driver,<=5 years,MORTGAGE,134400.0,2014-05-01,0,Home improvements,12.0,2016-01-15,
4174,13160.0,15.453899999999999,D,Nurse,>5 years,MORTGAGE,83808.0,2014-10-12,0,Home improvements,13.0,2015-12-20,
4175,8930.0,13.0403,C,Bus driver,<=5 years,RENT,42570.0,2013-07-16,0,Debt consolidation,6.0,2016-01-08,
4176,27300.0,15.3357,D,Taxi driver,>5 years,MORTGAGE,165600.0,2014-12-07,0,Debt consolidation,16.0,2015-04-06,
4177,4968.0,10.0009,B,Other,<=5 years,RENT,112000.0,2013-12-05,0,Other,8.0,2014-03-17,
4178,6435.0,5.7888,A,,,RENT,49920.0,2014-06-04,0,Debt consolidation,11.0,2015-06-17,
4179,11040.0,16.99,D,Bus driver,<=5 years,RENT,89373.0,2014-05-10,0,Debt consolidation,14.0,2016-01-19,
4180,24528.75,15.642000000000001,C,Civil Servant,>5 years,MORTGAGE,86450.0,2013-02-23,0,Debt consolidation,16.0,2013-05-01,
4181,33950.0,15.168000000000001,C,Other,>5 years,MORTGAGE,76000.0,2013-04-19,0,Debt consolidation,7.0,2013-10-11,
4182,16660.0,14.986799999999999,C,Software developer,>5 years,MORTGAGE,72639.44,2012-11-24,0,Debt consolidation,17.0,2015-11-11,
4183,19064.5,17.86,D,Statistician,<=5 years,MORTGAGE,75735.0,2015-02-22,0,Debt consolidation,18.0,2016-01-27,
4184,22080.0,14.99,C,Software developer,>5 years,RENT,73500.0,2014-11-11,0,Debt consolidation,15.0,2016-01-01,
4185,18825.0,14.1867,C,Accountant,>5 years,MORTGAGE,39990.0,2013-08-06,0,Debt consolidation,9.0,2016-01-15,
4186,25760.0,6.2953,A,Software developer,<=5 years,RENT,119600.0,2015-02-15,0,Other,5.0,2016-01-14,
4187,13300.0,11.44,B,Software developer,>5 years,RENT,73198.08,2015-01-24,0,Debt consolidation,13.0,2016-01-07,
4188,15520.0,8.9866,B,Software developer,>5 years,RENT,63360.0,2015-12-13,0,Debt consolidation,6.0,2016-01-10,
4189,6162.75,17.5028,D,Accountant,<=5 years,RENT,52250.0,2015-10-27,0,Debt consolidation,6.0,2015-11-10,
4190,10000.0,9.5648,B,Bus driver,<=5 years,RENT,28200.0,2015-12-24,0,Other,15.0,2016-01-22,
4191,6930.0,5.5476,A,Taxi driver,>5 years,MORTGAGE,100800.0,2014-09-21,0,Home improvements,12.0,2016-01-24,
4192,11160.0,9.4905,B,Dentist,<=5 years,MORTGAGE,128000.0,2015-10-08,0,Debt consolidation,10.0,2016-01-02,
4193,2796.5,9.462000000000002,B,Bus driver,<=5 years,RENT,24250.0,2007-12-11,0,Debt consolidation,9.0,2010-12-25,
4194,16920.0,10.110800000000001,B,Secretary,>5 years,MORTGAGE,45045.0,2015-10-14,0,Debt consolidation,14.0,2015-12-04,
4195,5580.0,13.156,C,Other,>5 years,RENT,38400.0,2013-12-21,0,Debt consolidation,12.0,2016-01-14,
4196,29100.0,16.2657,D,Accountant,<=5 years,RENT,102156.6,2011-07-20,0,Debt consolidation,14.0,2011-09-23,
4197,1980.0,7.189,A,,<=5 years,RENT,72800.0,2012-01-09,0,Other,11.0,2015-01-02,
4198,10775.0,10.110800000000001,B,Other,<=5 years,RENT,32325.87,2015-05-19,0,Debt consolidation,11.0,2015-12-08,
4199,4206.5,15.557,D,Software developer,<=5 years,RENT,20736.0,2015-11-16,0,Debt consolidation,14.0,2015-11-04,
4200,19274.0,15.9706,D,Software developer,<=5 years,MORTGAGE,49672.32,2014-10-20,0,Debt consolidation,12.0,2016-01-23,
4201,11880.0,11.5526,C,Bus driver,<=5 years,RENT,50440.0,2015-07-12,0,Debt consolidation,15.0,2016-01-04,
4202,4704.0,11.53,B,Secretary,>5 years,RENT,29700.0,2015-10-07,0,Debt consolidation,8.0,2015-12-20,
4203,5460.0,11.3905,C,Nurse,<=5 years,RENT,28200.0,2015-12-08,0,Debt consolidation,12.0,2016-01-09,
